Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
eastern,new juaben,jumapo health centre,health centre,jumapo,government,6.159,-0.29751
eastern,new juaben,oyoko health centre,health centre,oyoko,government,6.13825,-0.29131
eastern,new juaben,new zongo community clinic,clinic,new zongo,government,6.1081,-0.25595
eastern,new juaben,magazine chps,chps,magazine,government,6.1153,-0.242817
eastern,suhum kraboa coaltar,akorabo rch,rch,akorabo,government,6.02365,-0.355917
eastern,suhum kraboa coaltar,akyeansa rch,rch,akyeansa,government,6.02749,-0.55545
eastern,suhum kraboa coaltar,anumapapam rch,rch,anumapapam,government,5.98066,-0.57907
eastern,suhum kraboa coaltar,kofipare rch,rch,kofipare,government,5.95358,-0.57387
eastern,suhum kraboa coaltar,asuboi health centre,health centre,asuboi,government,5.9509,-0.41545
eastern,suhum kraboa coaltar,aggies maternity home,maternity home,amanase,private,5.99022,-0.42849
eastern,suhum kraboa coaltar,coaltar rch,rch,coaltar,government,5.90874,-0.47141
eastern,suhum kraboa coaltar,dokrochiwa health centre,health centre,dokruchiwa,government,5.92898,-0.51504
eastern,suhum kraboa coaltar,marfo rch,rch,marfo,government,5.86349,-0.40458
eastern,suhum kraboa coaltar,obomofodensua chps,chps,obomofedensua,government,6.10274,-0.41246
eastern,suhum kraboa coaltar,nankese rch,rch,nankese,government,6.09484,-0.37268
eastern,suhum kraboa coaltar,oforikrom state clinic,clinic,oforikrom,private,6.03469,-0.44599
eastern,suhum kraboa coaltar,ntunkum rch,rch,ntunkum,government,6.105417,-0.418417
eastern,suhum kraboa coaltar,fidas memorial clinic,clinic,suhum,private,6.03734,-0.45998
eastern,suhum kraboa coaltar,suhum government hospital,district hospital,suhum,government,6.0373,-0.44543
eastern,suhum kraboa coaltar,suhum rch,rch,suhum,government,6.04092,-0.44338
eastern,west akim,abamkrom rch,rch,abamkrom,government,6.63735,-0.758667
eastern,west akim,akim bremang chps,chps,akim bremang,government,5.77284,-0.60866
eastern,west akim,edith maternity home,maternity home,adieso,private,5.79256,-0.48845
eastern,west akim,end well clinic,clinic,adieso,private,5.79281,-0.48945
eastern,west akim,adeiso health centre,health centre,adeiso,government,5.79986,-0.49067
eastern,west akim,tetenat homeopathic clinic,clinic,asamanketewa,private,5.86729,-0.66938
eastern,west akim,asamankese government hospital,district hospital,asamankese,government,5.85455,-0.67891
eastern,west akim,st. lukes medical clinic,clinic,beposo,private,5.85898,-0.66542
eastern,west akim,st. patrick clinic,clinic,asamankese,private,5.8575,-0.66355
eastern,west akim,st. anthong clinic,clinic,asamankese beposo,private,5.86703,-0.66124
eastern,west akim,asuokwa homeopathic clinic,clinic,asuokwa,private,5.8201,-0.62673
eastern,west akim,health for all herbal clinic,clinic,oworam,private,5.941317,-0.605617
eastern,west akim,brekumanso health centre,health centre,brekumanso,government,5.91129,-0.62467
eastern,west akim,mepom rch,rch,mepom,government,5.796144,-0.59921
eastern,west akim,asikasu chps,chps,asikasu,government,5.77744,-0.56414
eastern,west akim,osenase health centre,health centre,osenase,government,5.960167,-0.75765
eastern,west akim,vision view herbal clinic,clinic,ekoso,private,5.90198,-0.72171
eastern,yilo krobo,agogo health centre,health centre,klo-agogo,government,6.25118,-0.22204
eastern,yilo krobo,opersika chps,chps,opesika,government,6.21998,-0.24578
eastern,yilo krobo,boti rch,rch,boti,government,6.20399,-0.22298
eastern,yilo krobo,huhunya rch,rch,huhunya,government,6.16478,-0.17855
eastern,yilo krobo,bethel maternity home,maternity home,klo-agogo,private,6.24947,-0.22317
eastern,yilo krobo,nsutapong chps,chps,nsutapong,government,6.27706,-0.27617
eastern,yilo krobo,obawale rch,rch,obawale,government,6.21055,-0.19362
eastern,yilo krobo,winners clinic,clinic,okornya,private,6.12408,-0.20536
eastern,yilo krobo,bishop evangelical community clinic,clinic,labolabo,chag,6.1204,-0.16421
eastern,yilo krobo,nkurakan rch,rch,nkurakan,government,6.123633,-0.219117
eastern,yilo krobo,bukunor comm clinic,clinic,bukunor,government,6.22961,-0.10651
eastern,yilo krobo,otorkpolu rch,rch,otorkpolu,government,6.20968,-0.11957
eastern,yilo krobo,el-shaddai maternity home,maternity home,sawer,private,6.11198,-0.00604
eastern,yilo krobo,unity maternity home,maternity home,new somanya/sra,private,6.09853,-0.01851
eastern,yilo krobo,sra rch,rch,sra,government,6.10166,-0.02148
eastern,yilo krobo,somanya clinic,clinic,somanya,government,6.130349,-0.01518
eastern,yilo krobo,new life clinic,clinic,somanya,private,6.09934,-0.01197
eastern,kwahu north,donkokrom rch,rch,donkokrom,government,6.6553555,-0.660703900000044
eastern,kwahu north,ntonaboma chps,chps,ntonaboma,government,6.6553555,-0.660703900000044
eastern,kwahu north,island chps,chps,island,government,6.6553555,-0.660703900000044
eastern,kwahu north,bruben chps,chps,bruben,government,6.6553555,-0.660703900000044
eastern,kwahu north,ekye island chps,chps,ekye island,government,6.6553555,-0.660703900000044
eastern,fanteakwa,his grace maternity home,maternity home,hemang,private,6.4502326,-0.337188900000001
eastern,upper manya,sisiamang yiti chps,chps,sisiamang yiti,government,6.365145,-0.11206960000004
eastern,upper manya,daales maternity home,maternity home,otrokpe,private,6.365145,-0.11206960000004
eastern,asuogyamang,old akrade chps,chps,old akrade,government,6.3651557,0.037320099999988
eastern,asuogyamang,tortibo chps,chps,tortibo,government,6.3651557,0.037320099999988
eastern,asuogyamang,ayensu chps,chps,ayensu,government,6.3651557,0.037320099999988
eastern,asuogyamang,osiabura chps,chps,osiabura,government,6.3651557,0.037320099999988
eastern,asuogyamang,dodi asantekrom chps,chps,dodi asantekrom,government,6.3651557,0.037320099999988
eastern,asuogyamang,new dodi chps,chps,new dodi,government,6.3651557,0.037320099999988
eastern,asuogyamang,sappor chps,chps,sappor,government,6.3651557,0.037320099999988
eastern,asuogyamang,sedom chps,chps,sedorm,government,6.3651557,0.037320099999988
eastern,birim north,comfort maternity home,maternity home,ofoase,private,6.109183,-1.09694
eastern,birim north,abenase chps,chps,abenase,government,6.109183,-1.09694
eastern,kweabibirem,no.4 chps,chps,no.4,government,6.1520589,-0.829400200000009
eastern,kweabibirem,kusi chps,chps,kusi,government,6.1520589,-0.829400200000009
eastern,kweabibirem,kwatanang chps,chps,kwatanang,government,6.1520589,-0.829400200000009
eastern,kweabibirem,soabe chps,chps,soabe,government,6.1520589,-0.829400200000009
eastern,kweabibirem,abenaso chps,chps,abenaso,government,6.1520589,-0.829400200000009
eastern,kweabibirem,kwamang chps,chps,kwamang,government,6.1520589,-0.829400200000009
eastern,kweabibirem,kwae chps,chps,kwae,government,6.1520589,-0.829400200000009
eastern,kweabibirem,abompe chps,chps,abompe,government,6.1520589,-0.829400200000009
eastern,kweabibirem,james town chps,chps,james town,government,6.1520589,-0.829400200000009
eastern,kweabibirem,anweam chps,chps,anweam,government,6.1520589,-0.829400200000009
eastern,yilo krobo,wurapong chps,chps,wurapong,government,6.110262,-0.186964399999965
eastern,yilo krobo,akpamu chps,chps,akpamu,government,6.110262,-0.186964399999965
eastern,yilo krobo,ahinkwa chps,chps,ahinkwa,government,6.110262,-0.186964399999965
eastern,yilo krobo,aboabo rch,rch,aboabo,government,6.110262,-0.186964399999965
eastern,yilo krobo,ponponya chps,chps,ponponya,government,6.110262,-0.186964399999965
eastern,yilo krobo,obenyemi chps,chps,obenyemi,government,6.110262,-0.186964399999965
eastern,yilo krobo,somanya rch,rch,somanya,government,6.110262,-0.186964399999965
eastern,new juaben municipal,asikasu chps,chps,asikasu,government,6.13139879999999,-0.318379199999981
eastern,new juaben municipal,kentenkye chps,chps,kentenkye,government,6.13139879999999,-0.318379199999981
eastern,new juaben municipal,asiedu memorial clinic,rch,koforidua,private,6.13139879999999,-0.318379199999981
eastern,new juaben municipal,koforidua clinic,rch,koforidua,government,6.13139879999999,-0.318379199999981
eastern,new juaben municipal,debrakrom chps,chps,debrakrom,government,6.13139879999999,-0.318379199999981
eastern,new juaben municipal,social welfare chps,chps,koforidua,government,6.13139879999999,-0.318379199999981
eastern,new juaben municipal,nyamekrom chps,chps,nyamekrom,government,6.13139879999999,-0.318379199999981
eastern,new juaben municipal,abotanso chps,chps,abotanso,government,6.13139879999999,-0.318379199999981
eastern,new juaben municipal,ohema park chps,chps,koforidua,government,6.13139879999999,-0.318379199999981
eastern,new juaben municipal,sda clinic,clinic,koforidua,chag,6.13139879999999,-0.318379199999981
eastern,new juaben municipal,betom chps,chps,betom,government,6.13139879999999,-0.318379199999981
eastern,new juaben municipal,atekyem cps,chps,atekyem,government,6.13139879999999,-0.318379199999981
eastern,suhum kraboa coaltar,koransang chps,chps,koransang,government,5.9407571,-0.487991599999986
eastern,suhum kraboa coaltar,kukua chps,chps,kukua,government,5.9407571,-0.487991599999986
eastern,suhum kraboa coaltar,mfranta chps,chps,mfranta,government,5.9407571,-0.487991599999986
eastern,suhum kraboa coaltar,teachermante chps,chps,teachermante,government,5.9407571,-0.487991599999986
eastern,suhum kraboa coaltar,doudukrom chps,chps,doudukrom,government,5.9407571,-0.487991599999986
eastern,suhum kraboa coaltar,otoase  chps,chps,otoase,government,5.9407571,-0.487991599999986
eastern,suhum kraboa coaltar,bepoase chps,chps,bepoase,government,5.9407571,-0.487991599999986
eastern,suhum kraboa coaltar,akote chps,chps,akote,government,5.9407571,-0.487991599999986
eastern,suhum kraboa coaltar,aponoapono chps,chps,aponoapono,government,5.9407571,-0.487991599999986
eastern,suhum kraboa coaltar,godziase chps,chps,godziase,government,5.9407571,-0.487991599999986
eastern,suhum kraboa coaltar,obretema chps,chps,obretema,government,5.9407571,-0.487991599999986
eastern,kwahu south,kwahu praso presby health centre,health centre,kwahu praso,chag,6.66335059999999,-0.67730460000007
eastern,kwahu south,atibie rch,rch,atibie,government,6.66335059999999,-0.67730460000007
eastern,kwahu south,comfort maternity home,maternity home,nkyenekyene,private,6.66335059999999,-0.67730460000007
eastern,kwahu south,amanfrom rch,rch,amanfrom,government,6.66335059999999,-0.67730460000007
eastern,birim south,akim oda community health nurses training school,training institution,akim oda,government,5.9916667,-0.833333300000049
greater accra,accra metropolitan,arakan maternity home,maternity home,burma camp,quasi-government,5.59714,-0.15088
greater accra,accra metropolitan,arakan medical centre,clinic,burma camp,quasi-government,5.59714,-0.15088
greater accra,accra metropolitan,1st foundation clinic,clinic,dansoman (control market),private,5.54182,-0.2648
greater accra,accra metropolitan,37 military hospital,psychiatric hospital,37,quasi-government,5.58704,-0.18391
greater accra,accra metropolitan,441 welfare association clinic,clinic,nima,private,5.58446,-0.19419
greater accra,accra metropolitan,ablekuma sub metro health directorate,district health directorate,mamprobi,government,5.53851,-0.24517
greater accra,accra metropolitan,abodwe clinic (star of the sea clinic),clinic,mamprobi,private,5.53469,-0.24216
greater accra,ga east,abokobi health centre,health centre,abokobi,government,5.7345,-0.20296
greater accra,accra metropolitan,abora clinic,clinic,asylum down,private,5.57034,-0.20905
greater accra,tema metropolitan,abotare clinic (alternative medical centre),clinic,betlehem (near michael camp),private,5.70749,-0.01335
greater accra,accra metropolitan,accra metro health directorate,district health directorate,adabraka,government,5.56223,-0.20376
greater accra,accra metropolitan,accra psychiatric hospital,psychiatric hospital,adabraka,government,5.56272,-0.20528
greater accra,accra metropolitan,acheampong memorial clinic,clinic,la,private,5.56187,-0.17248
greater accra,ga east,achimota hospital,hospital,atomic,government,5.62922,-0.21476
greater accra,dangme east,ada health centre,health centre,ada,government,5.78477,0.62719
greater accra,accra metropolitan,adabraka polyclinic,polyclinic,adabraka,government,5.56129,-0.20477
greater accra,accra metropolitan,adehye clinic,clinic,okaishie,private,5.54896,-0.20779
greater accra,tema metropolitan,adenta clinic,clinic,adenta estate,private,5.70617,-0.16787
greater accra,accra metropolitan,adjabeng leprosy clinic,clinic,adjabeng,government,5.55234,-0.2115
greater accra,ga west,advent clinic,clinic,taifa,private,5.65598,-0.25194
greater accra,accra metropolitan,adwoa boatema memorial clinic,clinic,mamprobi (near mytrs of uganda),private,5.53295,-0.23737
greater accra,tema metropolitan,afenyo memorial hospital,hospital,ashaiman,private,5.69028,-0.03417
greater accra,dangme west,afienya community clinic,clinic,afienya,private,5.80116,0.00616
greater accra,dangme west,agomeda community clinic,clinic,agomeda,government,5.98033,0.0099
greater accra,accra metropolitan,airport clinic ltd,clinic,airport,government,5.60399,-0.1722
greater accra,accra metropolitan,akai house clinic,clinic,roman ridge (near jack and jill),private,5.60219,-0.19218
greater accra,accra metropolitan,akai house clinic,clinic,osu,private,5.56633,-0.18301
greater accra,ga east,akyama clinic,clinic,taifa,private,5.6597,-0.25092
greater accra,accra metropolitan,alajo clinic,clinic,alajo,private,5.5978,-0.21331
greater accra,accra metropolitan,al-ayar clinic & maternity home,hospital,akweteman,private,5.61371,-0.24046
greater accra,tema metropolitan,alberto clinic,clinic,tema community 11,private,5.6655,-0.02545
greater accra,accra metropolitan,alfred memorial clinic,clinic,abossey okai,private,5.56402,-0.23544
greater accra,tema metropolitan,alpha dental clinic,clinic,tema community 1,private,5.64579,-0.00927
greater accra,ga east,alpha medical centre,health centre,madina,chag,5.66423,-0.15746
greater accra,tema metropolitan,amaganaa clinic,clinic,adenta estate,private,5.71054,-0.16063
greater accra,accra metropolitan,amanda maternity home & clinic (formerly abaya clinic & maternity home),maternity home,east legon,private,5.6396,-0.16437
greater accra,ga east,amasaman health centre,health centre,amasaman,government,5.70185,-0.29998
greater accra,accra metropolitan,amazing grace clinic,clinic,kaneshie,private,5.56524,-0.23646
greater accra,ga west,amoah memorial hospital,hospital,awoshie (last stop),private,5.59055,-0.28732
greater accra,ga west,ananda marga primary health clinic,clinic,domiabra,chag,5.61206,-0.41456
greater accra,ga west,aneeja clinic,clinic,trantra hill,private,5.64073,-0.26306
greater accra,dangme east,anyamam clinic,clinic,anyamam,government,5.79134,0.36983
greater accra,accra metropolitan,apaak traditional clinic,clinic,asylum down,private,5.56969,-0.20942
greater accra,tema metropolitan,apenyo memorial hospital,hospital,ashaiman,private,5.69028,-0.03417
greater accra,accra metropolitan,apex medical centre,clinic,awudome,private,5.56908,-0.22895
greater accra,accra metropolitan,asamoah clinic,hospital,abelemkpe,private,5.61148,-0.22208
greater accra,accra metropolitan,asare odei hospital,hospital,east legon,private,5.64073,-0.16868
greater accra,tema metropolitan,ashaiman health centre,health centre,ashaiman,government,5.68576,-0.03945
greater accra,tema metropolitan,ashalebotwe community clinic,clinic,ashalebotwe,private,5.68421,-0.13418
greater accra,tema metropolitan,ashiyie community clinic,clinic,adenta,private,5.74555,-0.1547
greater accra,accra metropolitan,asomdwehene maternity home,maternity home,odorkor,private,5.58463,-0.27062
greater accra,accra metropolitan,asylum down dental clinic (near abora clinic),clinic,asylum down,private,5.57034,-0.20905
greater accra,accra metropolitan,atta quarshie morton memorial hospital,clinic,adabraka,private,5.5619,-0.21426
greater accra,accra metropolitan,aviation road clinic,clinic,airport residential area,private,5.61724,-0.17852
greater accra,accra metropolitan,ayawaso sub metro health directorate,district health directorate,maamobi,government,5.59134,-0.19931
greater accra,accra metropolitan,baeta clinic,clinic,dzorwulu,private,5.61504,-0.19988
greater accra,accra metropolitan,bank of ghana clinic,clinic,ridge,quasi-government,5.56584,-0.19736
greater accra,accra metropolitan,bart-plange memorial clinic,hospital,agbogbloshie,private,5.55005,-0.22199
greater accra,accra metropolitan,beach community clinic (ga mantse community clinic),clinic,james town,government,5.53312,-0.21164
greater accra,accra metropolitan,beijing chinese clinic,clinic,osu,private,5.55834,-0.17991
greater accra,tema metropolitan,bengali hospital,hospital,tema community 11,private,5.6681,-0.02051
greater accra,accra metropolitan,bennette memorial clinic,hospital,new town,private,5.58418,-0.20844
greater accra,ga east,bennette memorial clinic,hospital,madina,private,5.6667,-0.15996
greater accra,ga west,bessie memorial health centre,clinic,ofankor,private,5.64363,-0.26233
greater accra,tema metropolitan,bethel hospital,clinic,tema community 9,private,5.67201,-0.01973
greater accra,accra metropolitan,biomedical department,hospital,korle-bu,government,5.53599,-0.22959
greater accra,tema metropolitan,bon ami eye clinic,clinic,adenta estate,private,5.71057,-0.16687
greater accra,dangme east,bornikope health centre,health centre,bornikope,government,5.84672,0.40386
greater accra,accra metropolitan,bostal clinic,clinic,bostal institution,private,5.60807,-0.19085
greater accra,ga west,brazza maternity home & clinic,maternity home,north kwashieman,private,5.59436,-0.2707
greater accra,tema metropolitan,b's maternity home,maternity home,tema community 8,private,5.66848,-0.01108
greater accra,tema metropolitan,bukom ellphkwei hospital,hospital,ashaiman,private,5.69263,-0.02201
greater accra,accra metropolitan,castle drive clinic,clinic,osu,private,5.54853,-0.18691
greater accra,accra metropolitan,cathedral clinic & laboratory,clinic,high street,private,5.53963,-0.2077
greater accra,accra metropolitan,cedar clinic,clinic,abelemkpe,private,5.60708,-0.21688
greater accra,accra metropolitan,central achimota clinic,clinic,achimota,private,5.62316,-0.23211
greater accra,tema metropolitan,central clinic,clinic,tema community 1,private,5.64632,-3e-05
greater accra,accra metropolitan,clecom memorial specialist hospital,hospital,dzorwulu,private,5.61495,-0.19474
greater accra,accra metropolitan,club road clinic,clinic,opera square,private,5.54472,-0.20639
greater accra,accra metropolitan,beth's clinic,clinic,lartebiokorshie (near nkruma flats),private,5.55045,-0.23382
greater accra,tema metropolitan,caiquo hospital,hospital,tema community 10,private,5.65332,-0.02255
greater accra,tema metropolitan,calvary cross clinic,clinic,tema community 5,private,5.64277,-0.01896
greater accra,accra metropolitan,central dansoman clinic,clinic,dansoman,private,5.5521,-0.26226
greater accra,accra metropolitan,central medical lab,clinic,lartebiokoshie (k'shie mamprobi rd),private,5.54859,-0.2403
greater accra,accra metropolitan,christ the king mat home & clinic,maternity home,bubuashie (atico last stop),private,5.57994,-0.24725
greater accra,accra metropolitan,christian medical centre,hospital,nungua,chag,5.60656,-0.07769
greater accra,accra metropolitan,cocoa clinic,hospital,north kaneshie,quasi-government,5.57172,-0.2357
greater accra,accra metropolitan,community clinic,clinic,abossey okai,private,5.57172,-0.2357
greater accra,tema metropolitan,binney medical centre,hospital,tema community 2,private,5.63344,-0.00936
greater accra,accra metropolitan,blessings clinic,hospital,tesano,private,5.59917,-0.2325
greater accra,ga west,cdh weija clinic,clinic,marcathy hill junction,government,5.5656,-0.28957
greater accra,tema metropolitan,crystal eye clinic,clinic,adenta estate (housing down),private,5.70647,-0.14702
greater accra,tema metropolitan,cocoa processing clinic,clinic,tema heavy industrial town,quasi-government,5.65744,0.00246
greater accra,accra metropolitan,community clinic,clinic,abossey okai (near mosque),private,5.55828,-0.23133
greater accra,accra metropolitan,community clinic & maternity home,maternity home,glefe (behing the largoon),private,5.51994,-0.27101
greater accra,tema metropolitan,crocodile matchette clinic,clinic,tema,quasi-government,5.66642,-0.00032
greater accra,ga east,danfa health centre,health centre,danfa,government,5.78942,-0.15948
greater accra,dangme east,dangme east district health directorate,district health directorate,ada,government,5.78469,0.62763
greater accra,dangme east,dangme east district hospital,district hospital,ada,government,5.88888,0.56949
greater accra,dangme west,dangme west district health directorate,district health directorate,dodowa,government,5.8855,-0.09255
greater accra,accra metropolitan,dansoman health centre,clinic,dansoman,government,5.56125,-0.26
greater accra,tema metropolitan,darben clinic,hospital,ashaiman,private,5.6831,0.03603
greater accra,dangme west,dawhenya  clinic,clinic,dawhenya,government,5.76708,0.05434
greater accra,tema metropolitan,dede oforiwaa tetteh clinic,clinic,kpone bawaleshi,private,5.85596,-0.10975
greater accra,accra metropolitan,delta clinic (korle-bu behind mobil filing station),clinic,korle-bu,private,5.53472,-0.22899
greater accra,tema metropolitan,dental care clinic,clinic,sakumano estate,private,5.62397,-0.05997
greater accra,tema metropolitan,dental clinic,clinic,tema community 8,private,5.66877,-0.01302
greater accra,accra metropolitan,derban clinic,clinic,dzorwulu,private,5.61413,-0.21226
greater accra,ga west,deseret hospital,hospital,antiaku (near north kwashieman),private,5.60821,-0.27876
greater accra,accra metropolitan,dr eustace akwei memorial clinic,clinic,lartebiokorshie,private,5.54738,-0.24094
greater accra,accra metropolitan,dua clinic & lab,clinic,asylum down,private,5.57207,-0.20247
greater accra,accra metropolitan,duala medical centre,clinic,burma camp,quasi-government,5.58805,-0.15001
greater accra,accra metropolitan,east legon clinic,hospital,east legon,private,5.63002,-0.17534
greater accra,accra metropolitan,eden specialist hospital,hospital,north kaneshie,private,5.5803,-0.22805
greater accra,ga west,ediths maternity home,maternity home,medie,private,5.75781,-0.02641
greater accra,accra metropolitan,efan victory clinic,clinic,pig farm (lorry station),private,5.59848,-0.19858
greater accra,tema metropolitan,einen medical centre,health centre,tema community 2,private,5.63344,-0.00946
greater accra,accra metropolitan,el-rapha clinic,hospital,mataheko,private,5.56096,-0.24662
greater accra,ga west,eme's maternity home & clinic,maternity home,north kwashieman,private,5.60656,-0.27205
greater accra,accra metropolitan,emmanuel eye clinic,clinic,east legon,private,5.6302,-0.17472
greater accra,accra metropolitan,emmanuel maternity home & clinic,maternity home,awoshie,private,5.58564,-0.27895
greater accra,accra metropolitan,esidem medical centre,clinic,maamobi (near market),private,5.59487,-0.19429
greater accra,tema metropolitan,estate clinic & lab,clinic,lashibi community 19,private,5.65645,-0.06177
greater accra,tema metropolitan,estate medical centre,clinic,adenta estate,private,5.70699,-0.16719
greater accra,accra metropolitan,eye gye nyame clinic,hospital,nima (mallam atta gutter. market road),private,5.57916,-0.20364
greater accra,accra metropolitan,fahd al-marzouq clinic,clinic,nima,chag,5.58522,-0.19976
greater accra,accra metropolitan,fair lady clinic,clinic,east legon (towards america house -social x'tian centre),private,5.63677,-0.14999
greater accra,accra metropolitan,faith evangelical hospital,hospital,bubuashie,private,5.57727,-0.23709
greater accra,tema metropolitan,faith medical centre,clinic,kpone,private,5.69593,0.04715
greater accra,accra metropolitan,family health hospital,hospital,korle-bu (before mortuary turn right to korlebu flats),private,5.54547,-0.22981
greater accra,ga west,fausty maternity home,maternity home,horbor,private,5.68927,-0.42634
greater accra,accra metropolitan,felidan maternity home,maternity home,chemuna (chorkor),private,5.52571,-0.25049
greater accra,tema metropolitan,fiden medical centre (formerly eillen's maternity home),clinic,tema community 2,private,5.63682,-0.01062
greater accra,dangme west,dodowa health centre,health centre,dodowa,government,5.88556,-0.09225
greater accra,ga east,doku memorial clinic,hospital,madina,private,5.68042,-0.16565
greater accra,ga west,dome sampah-mang chps,chps,dome sampah-mang,government,5.71916,-0.36576
greater accra,dangme west,ebenezer clinic,clinic,lower prampram,private,5.70932,0.11292
greater accra,accra metropolitan,egon german clinic,hospital,abelemkpe,private,5.61261,-0.21417
greater accra,accra metropolitan,el shadai mat home & clinic,maternity home,nyamekye (darkuman),private,5.59793,-0.25534
greater accra,accra metropolitan,emmanuel clinic (ent specialist),clinic,nungua,private,5.58915,-0.08284
greater accra,tema metropolitan,esther memorial maternity home & clinic,maternity home,ashaima new town,private,5.70392,-0.02951
greater accra,accra metropolitan,faith medical centre,hospital,alajo (near t junction),private,5.59978,-0.21767
greater accra,accra metropolitan,fire medical centre (old site),hospital,james town,government,5.53282,-0.2177
greater accra,accra metropolitan,fralena health centre,health centre,kaneshie,private,5.5648,-0.23579
greater accra,ga east,fransko maternity home (same as francisca maternity home),maternity home,madina,private,5.67082,-0.17037
greater accra,ga east,ga east district health directorate,district health directorate,abokobi,government,5.7345,-0.20296
greater accra,ga west,ga west district health directorate,district health directorate,amasaman,government,5.70119,-0.30056
greater accra,tema metropolitan,gafco clinic,clinic,tema main habour,private,5.63309,0.00807
greater accra,accra metropolitan,gak clinic,hospital,osu (nyaniba estate),private,5.55989,-0.174
greater accra,ga west,gbawe clinic & maternity home,maternity home,gbawe,private,5.57741,-0.2846
greater accra,tema metropolitan,ghacem clinic,clinic,tema main habour,private,5.6351,0.00686
greater accra,ga east,ghana atomic energy commission clinic,clinic,atomic,quasi-government,5.66854,-0.23162
greater accra,accra metropolitan,ghana police clinic,clinic,37 licencing office,quasi-government,5.59374,-0.17854
greater accra,accra metropolitan,regional health directorate,regional health directorate,adabraka,government,5.55802,-0.20629
greater accra,accra metropolitan,regional health directorate (new site),regional health directorate,adabraka,government,5.56179,-0.20348
greater accra,accra metropolitan,gimpa clinic,clinic,greenhill,quasi-government,5.63633,-0.20028
greater accra,ga east,global medical centre,clinic,madina,private,5.67534,-0.18185
greater accra,tema metropolitan,gloria family health centre,hospital,adenta,private,5.69705,-0.17367
greater accra,accra metropolitan,gloria's maternity home,maternity home,new town,private,5.5867,-0.20833
greater accra,ga west,god cares clinic & maternity,clinic,asabaham (near domiabra),private,5.60629,-0.41625
greater accra,dangme west,godia clinic,clinic,new dawhenya,private,5.75451,-0.04701
greater accra,accra metropolitan,golden sourveinier clinic,clinic,tesano,private,5.59525,-0.23342
greater accra,accra metropolitan,goodwill maternity home,maternity home,asylum down,private,5.56844,-0.20448
greater accra,tema metropolitan,gpha main clinic,clinic,tema community 2,quasi-government,5.63276,-0.00654
greater accra,tema metropolitan,grace & peace clinic & maternity home,maternity home,ashalebotwe,private,5.68191,-0.14157
greater accra,accra metropolitan,grace baah memorial clinic,clinic,russia,private,5.55228,-0.25181
greater accra,dangme west,grace maternity home,maternity home,dodowa,private,5.87929,-0.10627
greater accra,accra metropolitan,grace maternity home & clinic,maternity home,awoshie (last stop),private,5.58553,-0.27977
greater accra,accra metropolitan,grasam clinic,clinic,mempeasem,private,5.65097,-0.15879
greater accra,ga east,greater grace hospital,hospital,pantang hosp road,private,5.71866,-0.17425
greater accra,accra metropolitan,green hand clinic,clinic,north kaneshie,private,5.58284,-0.22884
greater accra,tema metropolitan,gtp clinic,clinic,tema heavy industrial town,private,5.66264,-0.00345
greater accra,accra metropolitan,hajj abdulai yaro's memorial clinic,hospital,nima,chag,5.58254,-0.19682
greater accra,accra metropolitan,hams clinic,clinic,mataheko,private,5.55984,-0.24297
greater accra,accra metropolitan,hannah larbie's maternity home,maternity home,chorkor (near abodwe),private,5.52961,-0.24151
greater accra,ga east,harmony clinic,hospital,madina,private,5.67152,-0.17373
greater accra,tema metropolitan,health loop clinic,clinic,adenta estate,private,5.70134,-0.14823
greater accra,accra metropolitan,hebron maternity & clinic,maternity home,la,private,5.5639,-0.15154
greater accra,accra metropolitan,henrietta clinic & maternity home,maternity home,lartebiokorshie (near nkruma flats),private,5.5501,-0.232
greater accra,accra metropolitan,highway dental clinic,clinic,maamobi (near market),private,5.59481,-0.19421
greater accra,accra metropolitan,hobats clinic,clinic,tesano,private,5.60699,-0.2317
greater accra,accra metropolitan,holy cross clinic & maternity home,clinic,lartebiokoshie,private,5.55001,-0.24449
greater accra,accra metropolitan,holy height clinic,clinic,kokomlemle,private,5.57714,-0.20895
greater accra,accra metropolitan,holy trinity medical centre,hospital,north kaneshie,private,5.5867,-0.23519
greater accra,accra metropolitan,international health care centre,clinic,roman ridge (near ghana inst of engineers buidling),private,5.60547,-0.19762
greater accra,accra metropolitan,iran clinic,hospital,circle,chag,5.568,-0.21248
greater accra,accra metropolitan,james camp borstral clinic,clinic,roman ridge,quasi-government,5.60807,-0.19085
greater accra,accra metropolitan,james fort prison's clinic,clinic,james town,quasi-government,5.53423,-0.21111
greater accra,accra metropolitan,james town maternity home,maternity home,james town,government,5.54065,-0.21591
greater accra,accra metropolitan,jesus saves clinic,clinic,okaishie,private,5.54896,-0.20779
greater accra,tema metropolitan,jireh eye clinic,clinic,tema community 1,private,5.63503,-0.00321
greater accra,accra metropolitan,johpat hospital,hospital,dzorwulu,private,5.61151,-0.19963
greater accra,tema metropolitan,kpone health centre,health centre,kpone,government,5.69206,0.05842
greater accra,accra metropolitan,jordan's maternity home,maternity home,la,private,5.5621,-0.16464
greater accra,ga west,joy family clinic,clinic,santamaria,private,5.60186,-0.2741
greater accra,tema metropolitan,jubail specialist hospital,hospital,sakumano estate,private,5.62549,-0.05216
greater accra,accra metropolitan,juliana aku clegg maternity home,maternity home,zongo junction,private,5.55837,-0.23957
